XYZ[0][m],XYZ[1][m],XYZ[2][m],Deviation[],Amplitude[dB],Reflectance[dB],True Color[0][],True Color[2][],True Color[3][]
0.02300,2.67525,-0.16150,2,15.24,-16.30,55,47,1
0.01675,2.67600,-0.16350,8,22.48,-8.53,35,29,1
0.01775,2.67775,-0.16375,4,22.88,-8.12,22,17,1
0.01950,2.67625,-0.16250,2,19.36,-12.19,28,21,1
0.01975,2.67750,-0.16275,0,14.64,-16.92,54,46,1
0.01725,2.67625,-0.16175,0,20.39,-11.17,34,25,1
0.01675,2.67675,-0.16100,5,22.43,-8.58,37,31,1
0.01800,2.67725,-0.16100,1,19.43,-12.13,28,21,1
0.02375,2.67650,-0.16225,1,5.80,-25.74,62,51,1
0.02200,2.67600,-0.16025,4,14.75,-16.79,56,46,1
0.02600,2.67475,-0.16350,1,4.93,-26.59,59,51,1
0.03550,2.65925,-0.19125,1,14.03,-19.60,22,19,1
0.03850,2.65625,-0.18950,2,13.40,-20.23,16,14,1
0.03275,2.66050,-0.19075,1,13.34,-20.29,20,18,1
0.03300,2.66025,-0.19025,3,12.27,-19.18,53,49,1
0.03550,2.66100,-0.18875,1,13.58,-20.05,15,13,1
0.03600,2.66175,-0.19175,2,10.18,-21.27,56,54,1
0.03275,2.65725,-0.18750,0,9.52,-21.93,52,48,1
0.03375,2.66250,-0.18650,0,11.42,-19.68,52,44,1
0.04375,2.65625,-0.19150,0,13.00,-20.63,17,15,1
0.04625,2.65700,-0.19125,0,11.01,-20.39,58,56,1
0.04675,2.65975,-0.19050,0,13.19,-20.44,16,14,1
0.04150,2.66250,-0.19175,2,10.57,-20.86,56,52,1
0.04125,2.66275,-0.19050,0,12.70,-20.93,20,18,1
0.04500,2.66325,-0.18875,1,9.35,-22.07,57,54,1
0.04075,2.66175,-0.18775,2,10.85,-20.26,54,47,1
0.04025,2.66350,-0.18775,0,10.80,-20.64,56,52,1
0.03200,2.66475,-0.19025,0,11.57,-19.90,54,50,1
0.03450,2.66450,-0.19100,0,11.20,-20.26,56,54,1
0.03575,2.66700,-0.19050,2,10.84,-20.63,55,51,1
0.03275,2.66450,-0.18825,1,13.34,-20.28,19,15,1
0.03475,2.66600,-0.18925,3,14.34,-16.74,57,52,1
0.03950,2.66775,-0.18875,0,11.19,-19.89,61,54,1
0.03250,2.66925,-0.19125,0,15.73,-15.33,61,53,1
0.03550,2.66925,-0.19125,1,13.20,-17.87,60,55,1
0.03275,2.66925,-0.18950,2,10.85,-20.63,56,53,1
0.03200,2.66825,-0.18875,2,13.14,-18.34,56,51,1
0.03250,2.66950,-0.18875,1,15.26,-15.80,58,52,1
0.03900,2.66800,-0.19150,0,9.77,-21.68,59,55,1
0.03800,2.66900,-0.18925,2,11.59,-19.48,55,50,1
0.03625,2.67075,-0.18975,0,11.86,-19.20,55,50,1
0.03625,2.67100,-0.18850,2,11.95,-19.11,54,49,1
0.03900,2.67025,-0.19000,1,12.11,-18.95,55,50,1
0.03425,2.66775,-0.18675,1,11.89,-19.18,66,59,1
0.03250,2.66400,-0.18550,2,11.33,-19.76,52,44,1
0.03500,2.66525,-0.18550,0,9.09,-21.99,48,40,1
0.03600,2.66575,-0.18750,1,11.66,-19.42,66,61,1
0.03625,2.66550,-0.18625,3,10.90,-20.19,47,39,1
0.03975,2.66750,-0.18625,2,9.58,-21.50,46,39,1
0.03975,2.66550,-0.18575,3,6.87,-24.57,67,61,1
0.03850,2.66675,-0.18550,0,8.40,-22.68,45,37,1
0.03275,2.66800,-0.18750,2,13.79,-17.28,69,62,1
0.03675,2.66800,-0.18725,2,10.82,-20.25,66,61,1
0.04025,2.66525,-0.19100,3,10.25,-21.19,57,52,1
0.04125,2.66450,-0.18975,0,9.62,-21.82,57,54,1
0.04125,2.66450,-0.18825,0,9.49,-21.95,56,53,1
0.04150,2.66750,-0.18925,0,10.03,-21.41,56,52,1
0.04475,2.66525,-0.19050,0,10.78,-20.65,58,54,1
0.04075,2.66925,-0.19200,3,11.98,-19.09,60,55,1
0.04025,2.67100,-0.19075,2,11.83,-19.23,57,52,1
0.04200,2.66825,-0.18825,3,11.77,-19.31,67,62,1
0.04200,2.66900,-0.18900,3,11.51,-19.56,56,51,1
0.04325,2.67025,-0.18975,0,11.77,-19.30,55,50,1
0.04700,2.67075,-0.19100,1,9.28,-21.79,57,52,1
0.04500,2.66850,-0.19000,2,10.17,-21.26,58,56,1
0.04500,2.66850,-0.18850,1,10.35,-21.08,57,55,1
0.04700,2.66825,-0.18825,1,11.89,-21.73,20,18,1
0.04400,2.67075,-0.19000,1,12.94,-20.68,15,14,1
0.04425,2.67100,-0.18925,2,10.85,-20.22,55,50,1
0.04100,2.66625,-0.18750,2,8.80,-22.64,55,52,1
0.04550,2.66475,-0.18775,2,9.17,-22.25,55,51,1
0.04325,2.66825,-0.18675,0,7.99,-23.45,62,57,1
0.04125,2.67175,-0.18650,0,9.93,-21.13,62,57,1
0.04050,2.67025,-0.18575,2,9.14,-21.93,47,40,1
0.04550,2.67000,-0.18750,3,10.10,-21.34,58,54,1
0.04475,2.67025,-0.18625,1,8.00,-23.44,69,63,1
0.04900,2.66025,-0.19000,0,9.89,-21.50,59,55,1
0.04950,2.66325,-0.18925,2,10.47,-20.93,57,53,1
0.05275,2.66250,-0.19100,0,10.25,-21.14,57,53,1
0.05400,2.66300,-0.19000,2,10.46,-20.92,56,54,1
0.04900,2.65850,-0.18675,1,8.82,-22.57,56,53,1
0.04900,2.66175,-0.18625,1,7.71,-23.69,55,51,1
0.05950,2.66125,-0.18525,1,7.54,-23.59,35,28,1
0.04950,2.66425,-0.19125,2,13.21,-20.41,17,15,1
0.04850,2.66400,-0.19075,0,10.77,-20.64,58,54,1
0.05025,2.66625,-0.19150,1,10.32,-21.09,56,52,1
0.05175,2.66650,-0.19200,2,9.92,-21.48,59,55,1
0.04900,2.66725,-0.18875,0,10.15,-21.26,58,57,1
0.05225,2.66450,-0.18975,2,14.13,-19.49,17,15,1
0.05525,2.66550,-0.18975,0,10.81,-20.58,57,55,1
0.04925,2.66875,-0.19075,0,10.42,-21.00,59,57,1
0.05050,2.66950,-0.19125,1,10.30,-21.12,55,53,1
0.05075,2.67100,-0.19075,1,10.19,-20.88,56,51,1
0.05100,2.66950,-0.18950,5,9.34,-21.74,56,51,1
0.04950,2.67100,-0.19000,0,9.40,-21.67,55,50,1
0.04825,2.67125,-0.18850,0,11.10,-20.33,57,55,1
0.05250,2.66925,-0.19050,1,10.46,-20.62,56,51,1
0.05525,2.66825,-0.19100,4,13.74,-19.88,16,14,1
0.05525,2.66975,-0.18850,4,14.29,-19.33,16,14,1
0.05200,2.67125,-0.18900,0,9.42,-21.65,58,53,1
0.05200,2.66400,-0.18700,1,12.48,-21.14,18,15,1
0.05325,2.66600,-0.18675,0,9.00,-22.10,33,28,1
0.05225,2.66475,-0.18575,2,9.01,-22.09,34,27,1
0.04800,2.67125,-0.18800,0,9.86,-21.21,64,59,1
0.04850,2.67100,-0.18700,0,9.64,-21.79,62,59,1
0.05450,2.66825,-0.18650,0,9.60,-21.80,62,59,1
0.06350,2.66575,-0.19200,0,11.79,-21.83,18,17,1
0.05800,2.66825,-0.18975,1,13.48,-20.14,15,13,1
0.06075,2.67050,-0.19150,1,13.13,-20.49,16,14,1
0.06075,2.67075,-0.18850,0,13.05,-20.57,15,13,1
0.05850,2.67175,-0.18475,2,6.15,-24.93,34,26,1
0.05800,2.65700,-0.18325,2,1.23,-29.92,29,21,1
0.03350,2.67200,-0.19175,0,13.55,-17.50,61,56,1
0.03300,2.67375,-0.19050,5,15.03,-16.01,60,55,1
0.03425,2.67525,-0.19000,0,12.91,-18.12,60,55,1
0.03425,2.67500,-0.18875,0,12.54,-18.49,56,51,1
0.03850,2.67350,-0.19125,0,11.93,-19.12,59,54,1
0.03650,2.67625,-0.19050,1,11.80,-19.23,61,55,1
0.03600,2.67900,-0.19150,0,11.61,-19.41,61,56,1
0.03900,2.67700,-0.18825,2,11.71,-19.32,57,52,1
0.03275,2.67550,-0.18800,4,13.41,-17.62,56,50,1
0.03975,2.67375,-0.18675,0,10.74,-20.31,68,61,1
0.03700,2.67475,-0.18675,2,10.26,-20.78,66,61,1
0.03775,2.67275,-0.18575,2,6.29,-25.18,59,51,1
0.03600,2.67300,-0.18600,2,9.33,-21.72,63,57,1
0.03650,2.67525,-0.18600,0,6.18,-25.31,59,51,1
0.03875,2.67700,-0.18700,3,9.01,-22.47,66,59,1
0.04000,2.67200,-0.18950,1,11.66,-19.40,58,53,1
0.04225,2.67425,-0.18850,0,10.08,-21.38,60,58,1
0.04500,2.67425,-0.19125,4,10.25,-20.80,58,53,1
0.04725,2.67575,-0.19025,1,9.89,-21.15,58,53,1
0.04400,2.67275,-0.18925,1,10.11,-21.34,58,56,1
0.04550,2.67500,-0.18925,2,11.22,-20.23,59,57,1
0.04725,2.67550,-0.18900,5,9.77,-21.27,56,51,1
0.04025,2.67775,-0.19150,1,11.08,-19.95,60,55,1
0.04175,2.67650,-0.19075,3,10.97,-20.07,59,54,1
0.04300,2.67700,-0.19150,1,10.76,-20.27,60,55,1
0.04275,2.67825,-0.19025,4,10.73,-20.30,57,52,1
0.04150,2.67775,-0.18825,3,11.70,-19.33,55,50,1
0.04425,2.67750,-0.19000,2,10.24,-20.79,57,52,1
0.04525,2.67700,-0.19000,2,11.59,-19.87,59,57,1
0.04450,2.67600,-0.18850,1,9.95,-21.09,54,49,1
0.04525,2.67700,-0.18875,2,11.64,-19.82,60,58,1
0.04525,2.67850,-0.18925,0,9.62,-21.41,56,51,1
0.04375,2.67275,-0.18775,4,10.39,-20.67,66,59,1
0.04150,2.67225,-0.18525,3,8.37,-22.69,44,37,1
0.04550,2.67200,-0.18625,1,8.94,-22.12,55,50,1
0.04475,2.67575,-0.18725,2,9.92,-21.12,63,58,1
0.04675,2.67700,-0.18625,0,9.27,-21.77,60,55,1
0.04700,2.67750,-0.18650,0,9.90,-21.55,53,44,1
0.04525,2.67850,-0.18675,2,8.73,-22.30,63,58,1
0.04675,2.67775,-0.18525,1,7.46,-23.57,46,41,1
0.03450,2.68000,-0.19075,1,11.70,-19.31,60,55,1
0.03925,2.68175,-0.19150,1,11.40,-20.10,60,58,1
0.03875,2.68050,-0.19100,0,10.77,-20.72,60,58,1
0.03975,2.68025,-0.19025,0,11.37,-19.64,60,55,1
0.03625,2.68600,-0.19200,2,12.14,-19.38,59,55,1
0.03675,2.68550,-0.18925,2,12.57,-18.95,63,58,1
0.03750,2.68675,-0.18975,0,13.10,-18.42,62,59,1
0.03500,2.68325,-0.18775,3,11.36,-19.63,57,52,1
0.04075,2.68075,-0.19200,0,11.13,-19.88,60,55,1
0.04275,2.68075,-0.19050,0,12.11,-19.37,57,54,1
0.04375,2.68550,-0.19175,2,9.61,-21.38,63,56,1
0.04000,2.68125,-0.18750,1,10.33,-21.16,55,47,1
0.04025,2.68275,-0.18575,0,9.19,-21.81,67,62,1
0.04475,2.68150,-0.18800,0,9.58,-21.43,55,50,1
0.04125,2.68450,-0.18625,5,10.01,-20.98,62,55,1
0.04375,2.68575,-0.18525,2,8.24,-22.75,65,60,1
0.04725,2.68600,-0.18525,2,8.01,-23.47,56,45,1
0.04175,2.68225,-0.18375,2,3.57,-27.43,44,36,1
0.04800,2.67250,-0.19150,0,10.21,-20.85,60,54,1
0.04875,2.67550,-0.19100,1,9.81,-21.24,59,54,1
0.05000,2.67525,-0.19175,1,10.33,-20.72,58,53,1
0.04975,2.67500,-0.18975,0,13.13,-20.49,20,17,1
0.04875,2.67475,-0.18850,3,9.85,-21.20,55,50,1
0.05525,2.67550,-0.19150,1,11.90,-19.15,59,54,1
0.05050,2.67850,-0.19125,2,10.49,-20.54,59,54,1
0.05175,2.67850,-0.19075,0,11.19,-19.85,57,52,1
0.05175,2.67850,-0.18950,1,10.80,-20.24,57,52,1
0.05175,2.67925,-0.18825,3,9.54,-21.49,57,52,1
0.05300,2.67950,-0.19175,3,11.84,-19.19,60,55,1
0.05450,2.67900,-0.19025,1,11.03,-20.01,58,53,1
0.05300,2.67900,-0.18900,0,9.97,-21.06,57,52,1
0.04825,2.67275,-0.18775,0,11.08,-20.35,59,57,1
0.05075,2.67300,-0.18675,3,9.70,-21.36,56,51,1
0.04950,2.67525,-0.18750,0,11.37,-20.07,62,58,1
0.05100,2.67250,-0.18550,1,8.43,-22.99,58,52,1
0.04875,2.67550,-0.18600,1,9.51,-21.54,54,49,1
0.05075,2.67725,-0.18750,2,9.78,-21.26,60,55,1
0.04925,2.67825,-0.18775,1,9.45,-21.58,56,51,1
0.04800,2.67925,-0.18700,1,10.04,-20.99,61,56,1
0.05450,2.67900,-0.18775,0,9.68,-21.36,59,54,1
0.05200,2.67800,-0.18575,2,8.79,-22.25,48,44,1
0.05425,2.67950,-0.18525,0,9.06,-21.97,44,36,1
0.05925,2.67450,-0.19200,2,11.78,-19.28,60,53,1
0.05725,2.67250,-0.18900,0,10.68,-20.39,59,54,1
0.06100,2.67325,-0.19025,6,12.10,-18.97,58,53,1
0.06350,2.67400,-0.18975,1,12.76,-20.86,15,13,1
0.05750,2.67700,-0.19075,0,11.37,-19.68,59,54,1
0.06225,2.67875,-0.19075,3,10.78,-20.26,59,54,1
0.06025,2.67625,-0.18900,1,11.94,-19.12,59,54,1
0.06175,2.67625,-0.18850,6,11.75,-19.31,60,54,1
0.06275,2.67700,-0.18950,0,12.38,-18.68,57,51,1
0.06250,2.67750,-0.18875,0,9.98,-21.41,56,54,1
0.06325,2.67850,-0.18900,1,9.69,-21.70,58,56,1
0.05700,2.67375,-0.18650,1,9.65,-21.42,49,41,1
0.05950,2.67450,-0.18675,5,10.53,-20.53,51,44,1
0.05975,2.67200,-0.18425,2,6.01,-25.07,34,27,1
0.06350,2.67525,-0.18725,1,11.05,-22.57,17,12,1
0.06225,2.67350,-0.18475,0,7.51,-23.56,31,23,1
0.05600,2.67750,-0.18725,0,9.88,-21.16,62,56,1
0.05750,2.67625,-0.18600,0,9.77,-21.28,43,35,1
0.06125,2.67825,-0.18725,1,11.61,-19.44,62,55,1
0.06125,2.67775,-0.18600,1,10.48,-20.57,41,34,1
0.06075,2.67900,-0.18575,2,8.21,-23.20,55,46,1
0.05525,2.68100,-0.19100,1,11.68,-19.35,60,55,1
0.05200,2.68350,-0.19025,3,10.72,-20.29,59,54,1
0.05025,2.68575,-0.19200,2,12.07,-18.93,60,55,1
0.05175,2.68425,-0.18850,0,11.26,-20.19,66,63,1
0.05150,2.68050,-0.18450,0,6.89,-24.13,33,26,1
0.04975,2.68250,-0.18475,6,8.35,-22.66,48,44,1
0.05250,2.68250,-0.18775,2,9.53,-21.49,57,52,1
0.05225,2.68275,-0.18650,1,9.34,-21.67,65,57,1
0.05375,2.68225,-0.18625,2,8.69,-22.33,65,58,1
0.05400,2.68225,-0.18700,0,10.07,-21.37,57,47,1
0.04850,2.68525,-0.18650,1,10.98,-20.49,41,27,1
0.05050,2.68475,-0.18675,0,9.20,-21.80,58,52,1
0.05175,2.68600,-0.18525,1,9.07,-21.93,62,55,1
0.05950,2.68175,-0.19175,1,8.66,-22.76,59,55,1
0.05700,2.68200,-0.19150,0,8.67,-22.76,59,57,1
0.05750,2.68225,-0.19025,0,11.80,-19.22,61,54,1
0.05675,2.68000,-0.18925,0,11.36,-19.67,58,53,1
0.05825,2.68025,-0.18900,4,12.13,-18.90,60,53,1
0.06000,2.68375,-0.19200,1,11.10,-19.92,58,53,1
0.05850,2.68450,-0.19100,0,10.81,-20.20,56,51,1
0.05925,2.68675,-0.19075,0,11.97,-19.03,58,53,1
0.05850,2.68450,-0.19000,1,9.30,-22.13,58,56,1
0.05925,2.68650,-0.18950,1,11.67,-19.33,59,54,1
0.06100,2.68425,-0.19150,1,10.99,-20.03,60,55,1
0.06350,2.68475,-0.19150,1,10.20,-20.82,60,53,1
0.06225,2.68500,-0.19100,0,11.63,-19.38,61,54,1
0.06300,2.68675,-0.19050,3,10.72,-20.29,60,53,1
0.06225,2.68575,-0.18975,2,10.90,-20.11,60,53,1
0.05625,2.68275,-0.18800,0,10.67,-20.35,58,53,1
0.05650,2.68225,-0.18725,0,9.80,-21.63,64,57,1
0.05650,2.68225,-0.18700,1,10.55,-20.47,61,56,1
0.05875,2.68275,-0.18725,0,11.48,-19.54,59,54,1
0.05775,2.68100,-0.18525,0,9.81,-21.22,47,40,1
0.06125,2.68275,-0.18775,3,11.66,-19.36,58,51,1
0.06325,2.68050,-0.18600,0,10.33,-20.71,56,49,1
0.05650,2.68750,-0.18775,2,10.95,-20.04,60,53,1
0.05750,2.68650,-0.18650,1,7.27,-24.17,41,29,1
0.05825,2.68475,-0.18475,3,8.27,-22.74,46,39,1
0.05800,2.68675,-0.18600,1,10.43,-20.57,62,57,1
0.06100,2.68425,-0.18650,6,10.61,-20.41,64,57,1
0.06350,2.68450,-0.18650,0,10.81,-20.21,60,55,1
0.06375,2.68525,-0.18700,3,8.78,-22.63,62,58,1
0.06225,2.68550,-0.18475,1,8.95,-22.06,45,38,1
0.05075,2.68450,-0.18300,3,1.17,-29.83,33,26,1
0.03475,2.66800,-0.16075,0,5.57,-25.90,60,51,1
0.02375,2.63975,-0.15950,2,19.38,-14.25,18,13,1
0.02850,2.63950,-0.15625,1,6.36,-25.05,61,51,1
0.03050,2.63975,-0.15375,3,16.63,-14.77,61,49,1
0.03075,2.63800,-0.14700,10,26.56,-4.66,18,10,1
0.01950,2.64625,-0.15725,4,5.85,-25.62,61,51,1
0.02200,2.64450,-0.15325,1,8.61,-22.84,61,49,1
0.02575,2.64150,-0.16000,0,4.66,-26.77,61,49,1
0.02625,2.64125,-0.15875,2,5.75,-25.67,60,48,1
0.02775,2.64375,-0.15950,2,20.42,-11.01,61,51,1
0.02650,2.64250,-0.15750,3,22.28,-11.35,28,20,1
0.02800,2.64175,-0.15900,7,15.31,-16.11,61,50,1
0.02950,2.64325,-0.15825,0,19.13,-14.50,27,19,1
0.03025,2.64350,-0.15875,3,21.31,-10.11,55,46,1
0.02825,2.64325,-0.15700,2,21.60,-9.82,61,49,1
0.02675,2.64450,-0.15825,1,20.92,-10.51,61,50,1
0.02900,2.64600,-0.15950,3,21.39,-10.04,29,21,1
0.02900,2.64650,-0.15900,4,20.07,-11.10,24,19,1
0.03050,2.64650,-0.16000,0,17.63,-13.55,63,57,1
0.03025,2.64725,-0.15850,1,17.29,-13.88,64,57,1
0.02875,2.64450,-0.15750,0,21.61,-9.81,55,45,1
0.02950,2.64475,-0.15625,1,19.97,-11.21,27,21,1
0.02950,2.64575,-0.15675,2,20.26,-11.17,27,19,1
0.02825,2.64650,-0.15800,2,20.93,-10.50,27,19,1
0.02950,2.64750,-0.15725,3,18.72,-12.71,31,23,1
0.03025,2.64775,-0.15725,2,18.54,-12.63,61,55,1
0.03175,2.64725,-0.15800,0,11.94,-19.23,60,53,1
0.02450,2.64250,-0.15475,2,8.36,-23.08,61,49,1
0.02650,2.64225,-0.15475,3,23.51,-10.12,28,18,1
0.02675,2.64225,-0.15225,3,16.72,-14.71,62,50,1
0.02950,2.64075,-0.15500,1,17.18,-14.23,61,49,1
0.02850,2.64300,-0.15550,1,21.13,-10.29,61,49,1
0.02975,2.64225,-0.15425,1,21.41,-10.00,60,51,1
0.03050,2.64325,-0.15600,4,22.32,-9.09,54,44,1
0.02900,2.64275,-0.15275,2,21.91,-9.51,58,50,1
0.02950,2.64275,-0.15275,2,20.79,-12.84,29,19,1
0.02975,2.64300,-0.15225,1,20.68,-10.51,24,19,1
0.02750,2.64750,-0.15550,3,20.41,-10.76,42,35,1
0.02775,2.64750,-0.15300,2,20.40,-10.77,41,35,1
0.02950,2.64425,-0.15575,1,20.01,-13.62,30,20,1
0.02825,2.64475,-0.15450,2,21.60,-9.83,52,46,1
0.02975,2.64400,-0.15500,2,20.34,-10.85,27,20,1
0.03075,2.64575,-0.15600,1,18.29,-12.89,62,57,1
0.02800,2.64675,-0.15525,4,21.71,-9.72,24,17,1
0.02800,2.64625,-0.15425,5,20.54,-10.64,43,35,1
0.02950,2.64750,-0.15450,1,19.73,-11.70,36,29,1
0.03000,2.64700,-0.15600,2,17.94,-13.49,32,24,1
0.03075,2.64600,-0.15475,3,19.43,-11.75,60,55,1
0.02950,2.64425,-0.15350,6,21.68,-9.74,50,44,1
0.03075,2.64575,-0.15325,2,19.52,-11.66,57,53,1
0.03075,2.64475,-0.15275,2,21.61,-9.81,23,15,1
0.03075,2.64575,-0.15225,3,19.58,-11.60,55,49,1
0.02900,2.64700,-0.15375,1,20.29,-10.88,28,21,1
0.02350,2.65550,-0.15775,1,4.96,-26.52,62,50,1
0.02775,2.64900,-0.15975,0,19.63,-11.81,31,23,1
0.02725,2.64900,-0.15950,1,20.38,-10.78,36,30,1
0.02725,2.65000,-0.15825,1,20.33,-10.82,36,31,1
0.02750,2.64825,-0.15700,0,20.64,-10.52,38,32,1
0.02600,2.65175,-0.15750,4,13.52,-17.94,58,48,1
0.02850,2.64800,-0.15875,0,19.09,-12.35,28,21,1
0.03050,2.64825,-0.15900,3,15.14,-16.29,56,48,1
0.02850,2.64900,-0.15775,1,20.42,-10.74,27,22,1
0.03100,2.65125,-0.15675,2,13.50,-17.65,61,54,1
0.02600,2.65350,-0.15675,1,4.72,-26.74,61,51,1
0.02500,2.65525,-0.15250,1,20.45,-10.67,48,42,1
0.03075,2.65300,-0.15400,1,14.26,-16.88,61,53,1
0.02650,2.64075,-0.15200,6,23.07,-10.56,26,20,1
0.02650,2.64150,-0.14925,1,24.28,-9.35,26,20,1
0.02650,2.64275,-0.14950,1,20.84,-10.59,62,48,1
0.03075,2.64150,-0.15150,2,21.86,-9.55,60,51,1
0.03100,2.64150,-0.15025,1,23.05,-8.36,61,50,1
0.02975,2.64250,-0.15125,1,20.34,-10.85,27,20,1
0.03075,2.64300,-0.15200,5,22.05,-9.36,51,44,1
0.02950,2.64000,-0.15000,1,21.58,-12.05,27,19,1
0.02900,2.64075,-0.14825,2,20.55,-10.86,62,50,1
0.03025,2.64075,-0.14850,7,24.20,-7.01,23,16,1
0.02950,2.64325,-0.14975,3,21.94,-9.25,27,20,1
0.03075,2.64300,-0.14925,6,24.65,-6.76,52,42,1
0.03000,2.64200,-0.14875,6,25.16,-6.25,60,49,1
0.02450,2.64425,-0.15100,0,19.25,-12.19,62,52,1
0.02875,2.64475,-0.15075,6,23.59,-7.83,49,39,1
0.03175,2.64400,-0.15125,4,22.00,-9.41,23,15,1
0.03175,2.64575,-0.15200,1,19.91,-11.51,39,31,1
0.02975,2.64750,-0.15050,1,19.63,-11.80,46,37,1
0.03175,2.64750,-0.15150,4,16.11,-15.06,59,52,1
0.03050,2.64725,-0.15075,1,19.50,-11.67,53,48,1
0.02800,2.64500,-0.14900,6,22.74,-8.44,42,36,1
0.03075,2.64475,-0.15000,4,22.61,-8.81,22,15,1
0.03075,2.64550,-0.14950,2,21.51,-9.67,52,45,1
0.03075,2.64550,-0.14825,4,24.35,-6.83,49,42,1
0.02625,2.64100,-0.14650,1,28.13,-5.50,28,17,1
0.02725,2.64225,-0.14700,1,21.79,-9.63,62,50,1
0.02675,2.64275,-0.14550,1,21.12,-10.31,60,50,1
0.02700,2.64225,-0.14425,1,19.80,-11.62,61,50,1
0.02875,2.64125,-0.14775,8,25.66,-5.54,41,35,1
0.02975,2.64225,-0.14750,4,25.30,-6.11,60,52,1
0.02925,2.64375,-0.14750,3,26.78,-6.85,28,20,1
0.03125,2.64275,-0.14800,4,26.12,-5.29,48,38,1
0.03000,2.64100,-0.14575,10,26.99,-4.21,18,11,1
0.02850,2.64325,-0.14600,3,25.94,-5.48,59,51,1
0.02900,2.64275,-0.14475,5,23.79,-7.63,60,51,1
0.03100,2.64300,-0.14525,6,24.94,-6.47,51,45,1
0.03000,2.64325,-0.14450,5,25.09,-6.10,15,8,1
0.02775,2.64675,-0.14525,3,26.95,-4.22,42,32,1
0.02950,2.64575,-0.14725,9,25.55,-5.88,26,18,1
0.02825,2.64525,-0.14650,6,26.85,-4.33,41,34,1
0.03075,2.64575,-0.14675,3,25.50,-5.68,51,47,1
0.03125,2.64600,-0.14650,2,21.73,-9.69,43,35,1
0.02950,2.64425,-0.14475,8,26.05,-7.58,28,20,1
0.03025,2.64525,-0.14600,8,24.45,-6.97,30,21,1
0.03100,2.64500,-0.14425,2,23.54,-7.64,12,8,1
0.03050,2.64675,-0.14550,2,25.42,-5.76,46,43,1
0.02350,2.65550,-0.14550,1,20.58,-10.54,30,23,1
0.02725,2.64975,-0.15175,2,20.89,-10.27,41,35,1
0.02750,2.64875,-0.15050,4,21.02,-10.14,38,33,1
0.02575,2.65150,-0.14875,6,21.55,-9.60,48,40,1
0.03125,2.65100,-0.15025,2,16.44,-14.71,59,52,1
0.02575,2.65100,-0.14725,3,24.31,-6.84,46,40,1
0.02600,2.64975,-0.14600,1,26.73,-4.42,48,42,1
0.02625,2.64825,-0.14475,1,23.76,-7.40,48,39,1
0.02325,2.63725,-0.13450,1,12.78,-20.85,44,38,1
0.02350,2.64425,-0.13775,0,12.18,-21.45,74,68,1
0.02625,2.64125,-0.14400,2,25.51,-8.12,29,19,1
0.02650,2.64175,-0.14100,2,21.24,-12.39,29,17,1
0.02850,2.64325,-0.14325,2,21.86,-9.56,60,52,1
0.02975,2.64350,-0.14325,2,21.74,-9.45,16,8,1
0.03125,2.64275,-0.14400,3,24.09,-7.32,53,46,1
0.02925,2.64050,-0.14200,2,21.76,-11.87,30,20,1
0.03000,2.64200,-0.14200,0,18.37,-13.04,62,52,1
0.02650,2.64650,-0.14350,5,21.80,-9.37,47,39,1
0.02825,2.64425,-0.14400,3,23.65,-7.54,42,34,1
0.02825,2.64425,-0.14250,1,19.92,-11.27,44,36,1
0.03125,2.64425,-0.14325,3,22.02,-9.39,40,34,1
0.03100,2.64400,-0.14300,4,20.00,-11.19,18,11,1
0.03125,2.64600,-0.14250,1,19.53,-11.89,38,30,1
0.02850,2.64500,-0.14125,1,19.85,-11.58,60,52,1
0.02950,2.64550,-0.14200,1,17.90,-13.28,16,9,1
0.03100,2.64450,-0.14200,2,21.02,-10.40,49,43,1
0.03125,2.64425,-0.14050,1,19.53,-11.89,67,61,1
0.02925,2.64625,-0.14075,2,15.41,-15.77,18,11,1
0.02625,2.64175,-0.13850,3,19.94,-13.69,28,16,1
0.03125,2.64250,-0.13850,1,16.56,-14.85,62,50,1
0.02525,2.64725,-0.13700,1,13.93,-17.52,60,50,1
0.02925,2.64400,-0.14000,0,17.45,-13.97,63,51,1
0.03150,2.64450,-0.13925,3,17.79,-13.62,90,84,1
0.02950,2.64775,-0.13950,5,17.12,-14.31,77,69,1
0.03175,2.64725,-0.13850,3,10.53,-20.64,50,42,1
0.03150,2.64425,-0.13775,1,17.51,-13.90,78,72,1
0.02950,2.64775,-0.13700,2,17.21,-14.22,71,66,1
0.02875,2.64800,-0.14375,3,20.81,-10.63,37,31,1
0.03025,2.64850,-0.14175,2,16.03,-15.14,23,16,1
0.03000,2.65025,-0.14050,2,15.08,-16.08,32,27,1
0.02675,2.65275,-0.14150,0,15.25,-15.89,43,36,1
0.02675,2.65275,-0.14025,2,14.39,-16.75,41,33,1
0.03025,2.64875,-0.13925,1,13.12,-18.04,38,30,1
0.03050,2.65000,-0.13775,2,12.24,-19.20,55,48,1
0.02775,2.65375,-0.13700,2,12.46,-18.68,17,10,1
0.02800,2.65300,-0.13950,2,13.64,-17.50,20,13,1
0.02900,2.65475,-0.13800,1,12.69,-18.44,40,32,1
0.02900,2.65575,-0.13675,1,11.43,-19.70,44,36,1
0.02325,2.64675,-0.13250,1,15.31,-18.32,31,21,1
0.02625,2.64475,-0.13300,0,15.89,-17.74,29,19,1
0.02825,2.64675,-0.13500,4,14.42,-17.02,62,53,1
